,names,score,tensor,check, lens , no lens ,Predicted class,Original class,Compare
48,imageSDSS_I-100506.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9894, 0.0106], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9894, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9894, 0.0106], device='cuda:0')","data: tensor([0.9894, 0.0106], device='cuda:0')", 0.99 , 0.01 ,0,1,FALSE
49,imageSDSS_I-115692.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9993e-01, 7.3271e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9999, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9993e-01, 7.3271e-05], device='cuda:0')","data: tensor([9.9993e-01, 7.3271e-05], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
50,imageSDSS_I-100500.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 2.7738e-07], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 2.7738e-07], device='cuda:0')","data: tensor([1.0000e+00, 2.7738e-07], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
51,imageSDSS_I-100499.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.8815, 0.1185], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.8815, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.8815, 0.1185], device='cuda:0')","data: tensor([0.8815, 0.1185], device='cuda:0')", 0.88 , 0.12 ,0,1,FALSE
52,imageSDSS_I-100812.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9956e-01, 4.4208e-04], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9996, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9956e-01, 4.4208e-04], device='cuda:0')","data: tensor([9.9956e-01, 4.4208e-04], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
53,imageSDSS_I-100357.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 4.8468e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 4.8468e-08], device='cuda:0')","data: tensor([1.0000e+00, 4.8468e-08], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
54,imageSDSS_I-100551.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 2.4931e-08], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 2.4931e-08], device='cuda:0')","data: tensor([1.0000e+00, 2.4931e-08], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
55,imageSDSS_I-100593.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([0.9878, 0.0122], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(0.9878, device='cuda:0')
top5: [0, 1]
top5conf: tensor([0.9878, 0.0122], device='cuda:0')","data: tensor([0.9878, 0.0122], device='cuda:0')", 0.99 , 0.01 ,0,1,FALSE
56,imageSDSS_I-100430.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 1.3611e-06], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 1.3611e-06], device='cuda:0')","data: tensor([1.0000e+00, 1.3611e-06], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
57,imageSDSS_I-100828.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([9.9997e-01, 2.5618e-05], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1.0000, device='cuda:0')
top5: [0, 1]
top5conf: tensor([9.9997e-01, 2.5618e-05], device='cuda:0')","data: tensor([9.9997e-01, 2.5618e-05], device='cuda:0')", 1.00 , 0.00 ,0,1,FALSE
58,imageSDSS_I-100726.png,"{0: 'lens', 1: 'no lens'}","ultralytics.engine.results.Probs object with attributes:

data: tensor([1.0000e+00, 3.0245e-09], device='cuda:0')
orig_shape: None
shape: torch.Size([2])
top1: 0
top1conf: tensor(1., device='cuda:0')
top5: [0, 1]
top5conf: tensor([1.0000e+00, 3.0245e-09], device='cuda:0')","data: tensor([1.0000e+00, 3.0245e-09], device='cuda:0')", 1.00 , 0.00 ,0,0,TRUE
